package_or_test,code,name,slug,amount,leb_cost,offer_price,min_age,details,description,max_age,tat_time,tat_time_duration,recommended_age,is_active,category,recommended_gender,discount,fasting_time,package_price,smart_report_available,sample_1h_interval_3times,sample_1h_interval_2times,sample_2h_interval_1time,sample_20m_interval_3times,home_collection,meta_keyword,also_known_as,sample_report,sample_report_pdf,is_hiv_form,type,content,package_alias
test,CA-72.4,CA-72.4(Gastric Cancer),ca-72.4gastric-cancer,1800,196,3460,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CALT,Calcitonin,calcitonin,2000,197,3360,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CAL,Calcium,calcium,160,198,310,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,i-CAL,Calcium Ionized,calcium-ionized,500,199,930,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CARB,Carbamazepine,carbamazepine,850,200,1240,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CEA,Carcino Embryonic Antigen,carcino-embryonic-antigen,750,201,1380,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CATCHOL,Catecholamine*,catecholamine*,6000,202,11920,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CDNK,CD16/56 NK cells,cd16/56-nk-cells,4000,203,5660,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CD19,CD19,cd19,3200,204,4940,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CD COUNT,"CD3,CD4,CD8","cd3,cd4,cd8",2500,205,4070,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CER,Ceruloplasmin,ceruloplasmin,1150,206,2010,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CHIK PCR,Chikungunya By RealTime PCR,chikungunya-by-realtime-pcr,4500,207,7230,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CHIK-M,Chikungunya IgM,chikungunya-igm,800,208,1590,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,Chlm-G,Chlamydia IgG,chlamydia-igg,800,209,1280,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,Chlm-M,Chlamydia IgM,chlamydia-igm,800,210,1300,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CI,Chloride,chloride,150,211,280,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CHOL,Cholestrol,cholestrol,160,212,270,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CHOLI,Cholinestrase,cholinestrase,600,213,830,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CHRMA,Chromogranin A Level,chromogranin-a-level,6000,214,8060,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CLOSA/B,Clostridium Difficile GDH Reflex Toxin A/B,clostridium-difficile-gdh-reflex-toxin-a/b,4500,215,5690,0,100gm stool,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,tTG+DGP,Coeliac Fusion tTG+DGP,coeliac-fusion-ttg+dgp,2000,216,2140,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,C3,Complement Component C3,complement-component-c3,700,217,840,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,C4,Complement Component C4,complement-component-c4,700,218,1370,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CBC,Complete Blood Count,complete-blood-count,350,219,490,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CBCPS,Complete Haemogram (CBC ESR P/S),complete-haemogram-cbc-esr-p/s,500,220,750,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CONT,Contact Allergy,contact-allergy,3000,221,4280,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,DCT,CoombsTest Direct,coombstest-direct,500,222,710,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ICT,CoombsTest Indirect,coombstest-indirect,500,223,820,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,Cop-S,Copper (Serum),copper-serum,1200,224,1520,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,Cop-U,Copper (Urine),copper-urine,1800,225,3270,0,5ml Urine,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CORR,Cortisol Random,cortisol-random,800,226,1320,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CORA,Cortisol AM,cortisol-am,800,227,1550,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CORP,Cortisol PM,cortisol-pm,800,228,1440,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CPSF,C-Peptide Fasting,c-peptide-fasting,900,229,1170,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CPSP,C-Peptide PP,c-peptide-pp,900,230,1130,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CPS,C-Peptide,c-peptide,900,231,1710,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CRP,C-Reactive Protein,c-reactive-protein,500,232,840,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CPK-MB,Creatine Phospho Kinase MB,creatine-phospho-kinase-mb,450,233,860,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,Cre,Creatinine,creatinine,150,234,250,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CPK/CKNAK,Creatinine Phospho Kinase,creatinine-phospho-kinase,400,235,720,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CSF-CUL,CSF Culture,csf-culture,700,236,850,0,CSF,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FL-CUL,Culture (Fluid),culture-fluid,700,237,1150,0,Fluid,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,Cysti-G,Cysticercosis IgG,cysticercosis-igg,1300,238,2380,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CYTO,Cytology,cytology,600,239,870,0,Fluid/Urine/Sputum/Pus,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CYTO-MG,Cytology for Malignancy,cytology-for-malignancy,500,240,780,0,Fluid/Urine/Sputum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CMV-Avidity,Cytomegalovirus Avidity IgG,cytomegalovirus-avidity-igg,640,241,990,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CMV-PCR,Cytomegalovirus DNA PCR Quantitative,cytomegalovirus-dna-pcr-quantitative,7000,242,10050,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CMV-IgG,Cytomegalovirus IgG Antibody,cytomegalovirus-igg-antibody,640,243,950,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,CMV-IgM,Cytomegalovirus IgM Antibody,cytomegalovirus-igm-antibody,640,244,740,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,D-Dimer,D-Dimer,d-dimer,1100,245,1270,0,3ml Plasma Citrate,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,5?-DHT,(Di-Hydrotestosterone)5-Alpha DHT,di-hydrotestosterone5-alpha-dht,2500,246,3690,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,DHEA,Dehydroepiandrosterone,dehydroepiandrosterone,2400,247,2980,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,DHEA-S,Dehydroepiandrosterone-Sulphate,dehydroepiandrosterone-sulphate,1000,248,1260,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,NS1,Dengue Antigen NS1-Rapid/Elisa,dengue-antigen-ns1-rapid/elisa,600,249,1000,0,3ml EDTA/Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,DEN-G,Dengue IgG-Rapid/Elisa,dengue-igg-rapid/elisa,600,250,940,0,3ml EDTA/Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,DEN-M,Dengue IgM-Rapid/Elisa,dengue-igm-rapid/elisa,600,251,940,0,3ml EDTA/Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,DEN-PCR,Dengue PCR (RealTime PCR),dengue-pcr-realtime-pcr,4500,252,6610,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,DSG1,Desmoglein I Antibody,desmoglein-i-antibody,6500,253,6950,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,DSG3,Desmoglein III Antibody,desmoglein-iii-antibody,6500,254,10560,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,DIG,Digoxin,digoxin,900,255,1730,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,DNAIF,DNA (Double Strand) Antibody by IFA,dna-double-strand-antibody-by-ifa,4000,256,7650,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,DRUG,Drugs Allergy,drugs-allergy,3000,257,3190,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,DABUS,Drugs of abuse screening [ 10 ],drugs-of-abuse-screening-[-1-],1000,258,1660,0,5ml Urine,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ELT,"Electrolytes (Na+,K+,CL+)","electrolytes-na+,k+,cl+",360,259,630,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,EBV-IgG,Epstein Barr Virus IgG,epstein-barr-virus-igg,1600,260,2330,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,EBV-IgM,Epstein Barr Virus IgM,epstein-barr-virus-igm,1600,261,1710,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,ESR,Erythrocyte Sedimentation Rate,erythrocyte-sedimentation-rate,120,262,240,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,EPO,Erythropoietin,erythropoietin,1800,263,3600,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,E2,Estradiol (E2),estradiol-e2,700,264,1120,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,Ex Lp,Extended Lipid Profile,extended-lipid-profile,1000,265,1680,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FAC-V,Factor-V,factor-v,3500,266,5050,0,3ml Sod.Citrate,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FAC-V LM,Factor V Leiden Mutation (RealTime PCR),factor-v-leiden-mutation-realtime-pcr,6500,267,9050,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FAC9,Factor-IX,factor-ix,3200,268,6150,0,3ml Sod. Citrate,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FAC-VIII,Factor-VIII,factor-viii,2500,269,3650,0,3ml Sod.Citrate,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FCP-Stool,Fecal Calprotectin,fecal-calprotectin,3000,270,5050,0,100gm Stool,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FER,Ferritin,ferritin,650,271,790,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FIB,Fibrinogen,fibrinogen,750,272,1370,0,3ml Sod. Citrate,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FilAg,Filaria Antigen,filaria-antigen,850,273,1630,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FilAb,Filaria Serology IgG/IgM,filaria-serology-igg/igm,1700,274,3250,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FNAC,Fine Needle Aspiration Cytology,fine-needle-aspiration-cytology,1000,275,1100,0,Slide/Fluid/Pus,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FCT,Fluid Cytology,fluid-cytology,500,276,970,0,Fluid,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FLUEX,Fluid Examination,fluid-examination,500,277,980,0,Fluid,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,F-PROT,Fluid Protien,fluid-protien,400,278,670,0,Fluid,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,F-Sug,Fluid Sugar,fluid-sugar,400,279,760,0,Fluid,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FA,Folic Acid,folic-acid,1000,280,1580,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FSH,Follicle Stimulating Hormone,follicle-stimulating-hormone,500,281,810,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FOOD C/S,Food Culture & Sensitivity,food-culture-&-sensitivity,750,282,1300,0,Any Food,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FAI,Free Androgen Index,free-androgen-index,2500,283,2890,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FTESTO,Free Testosterone,free-testosterone,1500,284,2900,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FPTPR,Free Total PSA Ratio,free-total-psa-ratio,900,285,1770,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FRUCT,Fructosamine,fructosamine,800,286,1340,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,FTA-Abs,FTA-FluorescentTreponemal Antibody,fta-fluorescenttreponemal-antibody,2000,287,3980,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,Fungal C/S,Fungal Culture,fungal-culture,2000,288,3480,0,Any Fluid,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,KOH,FUNGAL EXAMINATION(KOH),fungal-examinationkoh,300,289,400,0,Any Fluid,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,GAL-AS,Galactomannan [Aspergillus Antigen],galactomannan-[aspergillus-antigen],5500,290,8350,0,3ml Serum/Sputum/BAL Fluid,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,GGT,Gamma GlutamylTransferase,gamma-glutamyltransferase,280,291,560,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,GAST,Gastrin,gastrin,1200,292,2290,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,PS/GBP,Peripheral Smear/General Blood Picture,peripheral-smear/general-blood-picture,200,293,340,0,3ml EDTA,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,AGG,Gliadin Ab IgG,gliadin-ab-igg,1800,294,2240,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,AGA,Gliadin Ab-IgA,gliadin-ab-iga,1800,295,2670,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
test,GFR,Glomerular Filtration Rate,glomerular-filtration-rate,200,296,390,0,3ml Serum,,120,10 Hours,1 day,5+ Years,TRUE,669d186e0bc54250391ca7ac,both,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,
